Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,Churn,RFMSegment,AgeCategory,SpendingCategory,CustomerType,FavoriteSeason,PreferredTimeOfDay,Region,LoyaltyLevel,ChurnRiskCategory,WeekendPreference,BasketSizeCategory,ProductDiversity,Gender,AccountStatus,Country,RegYear,RegMonth,RegDay,RegWeekday,MonetaryPerDay,AvgBasketValue
57,15,340.5654033884266,49.116593897428224,235.5839494664073,-4518.139876067038,2688.535143821935,61045,442.8100242430396,-3914,5195,336,635,1,15,2,0.807702369044057,323.6935119061701,495,746,16.14137546106719,4,3,45,33,0.4963036034864765,880,347,28.01879887211276,79.1983164623447,7.038376445496571,0.1513252983085717,0,Champions,65+,High,Hyperactif,Printemps,Apres-midi,Europe_S,Nouveau,Faible,Semaine,Grand,Modere,Unknown,Active,UK,2010,5,11,1,5.871817299800458,22.70436022589511
147,29,12572.59972710316,378.8588581459199,410.81844885523583,-1399.4953409902168,3684.489199165789,27842,797.413861506184,-5831,1190,272,587,1,16,7,0.2463482472423018,138.09686731416613,38,381,7.830010862335486,2,55,49,16,0.4183747051078474,8260,489,1.2430040579405777,23.27190225960493,4.418873671312495,2.9196293949964622,0,Fideles,Inconnu,High,Occasionnel,Printemps,Nuit,UK,Ancien,Critique,Semaine,Inconnu,Explorateur,F,Active,France,2010,5,12,2,84.94999815610242,433.53792162424685
316,8,10948.520432138565,68.21817439944124,229.63259858660692,4567.998154842862,8953.460891531693,3900,724.5083150643372,-7661,5309,116,310,3,18,8,0.0632534088986795,273.6498975759933,425,696,99.58443441021194,3,63,2,41,0.7785638475467596,9409,230,42.155419605834986,74.77711344760073,11.112189883957765,-0.6778168723637543,0,Fideles,55-64,Low,Regulier,Printemps,Matin,Autre,Jeune,Eleve,Semaine,Petit,Explorateur,Unknown,Suspended,Spain,2010,5,13,3,34.53791934428569,1368.5650540173206
382,5,8169.036693168509,413.9034769750015,178.8991326627209,4.011457102012173,6664.630475268357,70059,690.715316189161,-3730,6222,367,468,3,2,5,0.1317095352063551,35.33883681033479,647,428,29.59218702545487,1,67,21,12,0.734404642543247,7223,370,73.10323553887973,25.944469847206783,7.702299143882257,0.880433368847338,0,Dormants,65+,Low,Hyperactif,Automne,Apres-midi,Europe_C,Inconnu,Faible,Semaine,Inconnu,Explorateur,M,Suspended,UK,2010,5,14,4,21.329077527855116,1633.8073386337019
360,29,12011.63458188484,392.103903396841,247.10622362514997,-672.7086398029533,7873.870267523329,-8119,341.204290644417,-1981,7091,93,707,5,17,6,0.8587449685295802,173.76069628513756,846,697,15.77753325425548,3,93,18,43,0.5745745034730171,5070,178,80.07841108234823,,13.029564386465792,-0.1034085871478855,0,Dormants,65+,VIP,Perdu,Automne,Midi,Europe_E,Nouveau,Eleve,Weekend,Petit,Specialise,F,Closed,Italy,2010,5,15,5,33.273225988600664,414.1942959270635
0,47,12345.884019196048,355.82862538277334,414.1246262186092,-423.0039484070603,4543.454230676552,23037,805.1587666688553,-6286,7770,167,43,4,6,1,0.6337832847472876,361.9654412433485,747,646,24.85862954159588,2,33,34,46,0.8222747114729252,3240,345,94.57378635157366,71.64063786886021,7.696702634391073,2.481058218779203,0,Dormants,65+,High,Occasionnel,Automne,Nuit,Autre,Etabli,Moyen,Inconnu,Grand,Explorateur,M,Suspended,Germany,2010,5,16,6,12345.884019196048,262.67838338714995
386,4,9167.259534300696,22.899388359757246,167.60402368543637,-2911.172759948363,6302.472194561579,-8370,53.33890429926636,-3308,688,714,414,0,8,6,0.2532011633699766,281.209798019203,437,732,93.67643158247331,1,90,11,38,0.5626695406843086,508,410,61.24195668410786,,2.812198613438881,2.970590928364375,0,Champions,65+,Medium,Hyperactif,Hiver,Soir,Europe_N,Nouveau,Eleve,Inconnu,Petit,Explorateur,M,Suspended,Italy,2010,5,17,0,23.688009132559937,2291.814883575174
347,12,11740.26656727344,155.04853619293766,86.8807965678719,-1312.9282913520478,2483.836087432075,10789,160.46527653073505,-3454,6165,340,697,5,19,8,0.5552958253281813,76.84289828082375,831,800,52.495862079415176,1,94,4,26,0.9643892566572602,7705,56,26.20805979863665,49.90141543334416,12.617470115714312,3.3268151215942616,0,Fideles,18-24,Low,Regulier,Hiver,Matin,Asie,Jeune,Eleve,Semaine,Inconnu,Explorateur,M,Suspended,Italy,2010,5,18,1,33.73639818182023,978.3555472727867
189,45,8949.429233385672,135.2407221058672,356.0070101653904,-1301.8674401282335,7054.608302834863,78059,336.2876497049338,-7444,4662,660,245,0,11,3,0.5275796224253504,183.0261378997374,368,364,37.11699153447783,1,55,9,25,0.2172240991510814,1126,78,92.4906469645332,,7.915504718880703,0.5313873015113926,0,Dormants,18-24,Low,Regulier,Ete,Matin,Europe_S,Etabli,Eleve,Weekend,Inconnu,Explorateur,F,Suspended,UK,2010,5,19,2,47.10225912308248,198.87620518634827
190,2,8602.815435206008,183.267521698402,412.9891063540409,-4476.449798125276,4276.013337033373,73494,77.730633628212,-2745,1208,694,83,2,4,11,0.6554359784406613,85.27303873172679,345,202,87.46575433301271,4,31,40,27,0.7141319936021527,886,270,77.75625963415723,,2.30945661029698,-0.464501490180496,1,Dormants,55-64,High,Perdu,Printemps,Nuit,Autre,Inconnu,Moyen,Semaine,Grand,Explorateur,M,Closed,UK,2010,5,20,3,45.04091850893198,4301.407717603004
368,27,7372.227564303686,48.38315964810008,50.318739261766666,2675.6762851791827,4425.455148147456,36151,235.7592832571569,-4913,1895,151,206,1,2,1,0.2331875544216163,149.48973845081588,160,882,40.10403678435421,3,8,32,12,0.3699441320544679,2842,206,57.868419817311306,70.463796112521,8.976124959299554,-0.527898058348613,0,Fideles,65+,Medium,Occasionnel,Printemps,Midi,Europe_E,Ancien,Moyen,Inconnu,Inconnu,Explorateur,M,Suspended,Spain,2010,5,21,4,19.978936488627877,273.045465344581
311,31,10054.332791152823,468.79412240037607,119.93705637797235,-834.9556809612104,6493.223245768817,38920,830.3208320149203,-2548,7390,585,150,4,10,11,0.8644029871943977,284.7306686632621,550,146,34.16584842581188,4,62,12,11,0.2789661944201939,7976,281,69.86838135617467,25.65520368087297,4.723468239078841,1.5569092907043425,0,Potentiels,35-44,Low,Occasionnel,Automne,Soir,Europe_S,Nouveau,Critique,Inconnu,Inconnu,Explorateur,F,Pending,Spain,2010,5,22,5,32.225425612669305,324.33331584363947
116,36,-1827.8978941385255,279.13210915262624,70.98599488049695,3221.7988681642328,9362.806214689266,99388,948.3032862522892,-4734,4923,273,667,5,3,4,0.3093685620800128,281.4970575809973,662,836,21.520969732423826,1,71,34,43,0.1803874759677128,6566,228,92.50731914573548,69.03436641844134,12.510489796673053,4.6750664543762905,1,Champions,65+,Low,Hyperactif,Hiver,Midi,Europe_N,Etabli,Moyen,Weekend,Grand,Modere,Unknown,Pending,UK,2010,5,23,6,-15.623058924260903,-50.774941503847934
133,36,12617.41518397857,156.23453377572164,173.9707057910833,3503.480011198953,640.0634660862092,57231,305.2977534184163,-4433,5448,553,527,1,4,1,0.6941316539762369,83.25663793437057,912,639,38.40188556703174,3,77,31,27,0.5525034762615438,6084,388,71.52700881881924,48.320397482231854,6.252795818344685,0.3063742054821476,1,Potentiels,35-44,Medium,Regulier,Printemps,Midi,Asie,Nouveau,Faible,Inconnu,Petit,Explorateur,M,Closed,UK,2010,5,24,0,94.15981480581023,350.48375511051586
57,26,12436.87055490464,201.5058509517703,225.17548945270636,-2880.0594530134194,8247.432373470076,70357,265.2512881848494,-5944,6323,495,164,4,0,8,0.0161246463722148,336.611511126524,820,457,32.35175124567567,3,32,10,1,0.2154694327492112,4871,239,37.46907625088867,,10.623061729718668,0.540449608049296,0,Dormants,18-24,Low,Regulier,Ete,Nuit,Europe_C,Inconnu,Eleve,Weekend,Grand,Explorateur,Unknown,Suspended,UK,2010,5,25,1,214.42880267076967,478.34117518864
43,43,-4415.054339308817,226.36525754989364,374.41316848165326,1573.534821701286,2923.8311041219317,-6738,280.6127595941805,-4101,1812,723,144,4,17,5,0.3726571298941472,216.28738670916175,541,135,68.05309197051596,2,86,47,36,0.2003508514484059,2526,463,71.58979202662057,44.70568437581089,0.5285793221797945,-0.3946671873648464,0,Champions,65+,Medium,Perdu,Printemps,Soir,Autre,Nouveau,Moyen,Semaine,Petit,Specialise,Unknown,Pending,Germany,2010,5,26,2,-100.3421440752004,-102.67568230950738
172,27,11516.335011295254,302.29419501350554,325.57379244083705,-277.18195837018266,4439.194545063779,56981,278.44136826349296,-1523,3184,100,36,4,11,1,0.3517098179588083,138.6723662011353,144,626,29.668687762401984,4,20,37,33,0.990531905083818,9118,288,4.987538110803399,,5.336389540837539,2.6334216433635813,0,Potentiels,25-34,High,Perdu,Automne,Nuit,Autre,Etabli,Faible,Semaine,Petit,Modere,Unknown,Active,Italy,2010,5,27,3,66.56841046991477,426.53092634426866
159,5,-2422.602650531096,260.2613167097664,310.4642837392156,3801.56737921485,219.13328775008955,71972,36.89425200378702,-500,7904,556,332,1,12,8,0.5434844285830145,183.20648698501407,588,264,58.14277489583358,4,54,23,22,0.8017474168457608,4216,82,39.25514062122754,,14.73186298355838,3.0792372436830497,0,Fideles,55-64,Low,Occasionnel,Automne,Nuit,Autre,Jeune,Moyen,Weekend,Petit,Explorateur,Unknown,Pending,Spain,2010,5,28,4,-15.14126656581935,-484.5205301062192
172,20,1702.3770851828376,460.0990267411366,176.1874733048272,-2842.593208235459,3010.46077834313,65485,926.989429984777,-6984,3798,81,402,5,8,9,0.0727362617771965,220.85100750477645,657,64,7.523324338165298,2,75,34,44,0.7482768202543754,1939,334,41.225980152712346,,11.935364631634371,2.85758724896456,1,Dormants,65+,High,Regulier,Hiver,Matin,Europe_N,Etabli,Eleve,Semaine,Moyen,Specialise,Unknown,Suspended,Spain,2010,5,29,5,9.84032997215513,85.11885425914188
316,11,9870.165125832156,250.996924038386,420.72377654238,1778.1320031004425,5026.312426301305,44722,214.48444342875808,-1530,5179,528,413,3,1,10,0.7901313737261083,204.36004412371167,741,491,19.93762651295492,4,56,18,28,0.794060625882755,3233,250,17.516985207662632,78.05018491057777,1.5590528378708584,4.166781458268687,0,Champions,45-54,Medium,Hyperactif,Ete,Nuit,Europe_S,Nouveau,Faible,Weekend,Petit,Explorateur,Unknown,Pending,France,2010,5,30,6,31.136167589375887,897.2877387120142
302,10,-1784.802079033836,496.11821733753976,235.64358369908228,1077.5212225272253,561.7607734743901,79499,420.58407000732353,-5938,5447,72,44,1,4,2,0.2177808017675685,177.53783797070506,576,647,41.333121889523525,1,1,5,34,0.9689228737187424,3745,193,3.285462574625248,29.35827822878536,3.4442247916360813,1.9185550101564304,1,Champions,35-44,High,Nouveau,Ete,Apres-midi,Europe_S,Inconnu,Moyen,Semaine,Grand,Explorateur,F,Active,Germany,2010,5,31,0,-5.890435904402099,-178.4802079033836
148,40,11359.340482381243,426.4553540838224,489.55246900757726,-2046.9852242816723,4910.957293831651,40818,10.67719585822677,-7162,7049,13,401,4,12,9,0.6770378148820102,184.30047349263103,859,41,93.75797613696083,1,12,39,10,0.5732766887532035,6222,106,14.20474242713654,,4.277052941701777,-0.1932577553976133,0,Champions,Inconnu,High,Hyperactif,Printemps,Soir,Europe_N,Ancien,Moyen,Semaine,Grand,Explorateur,F,Pending,UK,2010,6,1,1,76.2371844455117,283.9835120595311
79,38,11642.683559154835,108.21270460688125,317.0710691478684,-3633.990963488274,9271.106288584271,19932,858.0971358241421,-6363,1645,432,205,5,15,8,0.8032121232440932,64.39034730617846,345,296,38.34794658585385,4,3,44,47,0.2202438774028605,3466,189,65.80752808390845,69.17109093235106,9.405848967927133,0.7364307842264759,1,Champions,Inconnu,High,Perdu,Ete,Matin,Autre,Ancien,Faible,Inconnu,Grand,Explorateur,Unknown,Suspended,UK,2010,6,2,2,145.53354448943543,306.38640945144306
373,6,5149.354675216724,465.64463124873856,63.13237078225137,1516.3976047727656,1053.9321810780525,-3099,731.4261871104623,-3679,3969,156,61,2,15,7,0.5618769562415131,296.647510071208,269,3,66.74333799878357,2,83,43,32,0.862209640753239,441,276,80.42659282000507,60.7851163740963,11.111916151834489,2.9745798405281105,0,Dormants,65+,VIP,Hyperactif,Printemps,Soir,UK,Inconnu,Critique,Inconnu,Moyen,Explorateur,F,Active,Germany,2010,6,3,3,13.768328008600866,858.2257792027873
212,8,-4872.282565663329,62.60136695331067,338.088781037717,2385.9745813233067,7644.407280755044,89023,946.8092791385296,-4504,2717,131,419,0,2,3,0.7408832067219855,197.74251677847064,840,913,26.253635019718416,3,49,41,10,0.7427307294540901,462,74,98.83214577997045,,10.992425740926556,2.678731842449359,0,Dormants,25-34,Medium,Regulier,Printemps,Matin,Europe_N,Nouveau,Faible,Weekend,Inconnu,Specialise,F,Closed,Spain,2010,6,4,4,-22.87456603597807,-609.0353207079161
202,23,740.7626634982553,409.6376057031399,162.5520077158495,-1843.7265623665,4096.710533759926,-1403,781.8338637172027,-6187,191,337,467,4,21,2,0.6618603122150055,47.84414952221663,696,706,13.57632402134994,4,47,34,8,0.4143083123341731,8804,10,35.28998680774093,53.58320520842948,7.157984900902445,2.186018778457775,0,Fideles,35-44,Medium,Occasionnel,Hiver,Apres-midi,Asie,Inconnu,Faible,Semaine,Moyen,Explorateur,Unknown,Active,UK,2010,6,5,5,3.6490771600899277,32.2070723260111
251,47,7338.538367514844,193.40853027090716,343.1635983430487,1448.326040223138,6551.73714524338,53909,314.3928055400132,-4521,5320,403,18,2,3,7,0.3555297971520076,279.647342077714,773,975,6.7951234079249625,3,77,3,13,0.4735694985746463,5414,123,60.33854300384908,72.23862040245785,11.97312860541042,3.097786512132122,0,Fideles,25-34,Medium,Nouveau,Ete,Nuit,Asie,Nouveau,Faible,Semaine,Grand,Specialise,Unknown,Pending,France,2010,6,6,6,29.121183998074777,156.1391142024435
228,26,14623.723560548471,439.5972886203094,34.82057408120287,-1048.690923884967,2602.365979852293,62391,248.6254853696952,-1744,1336,375,364,3,10,5,0.8088585390335653,340.342052107733,268,110,31.235936355732385,2,29,32,8,0.4112523984788691,5756,216,93.77735171469708,69.76373562136351,5.993249324119601,2.8243451022397963,0,Fideles,Inconnu,Medium,Occasionnel,Automne,Matin,Europe_C,Etabli,Faible,Semaine,Grand,Explorateur,M,Closed,Spain,2010,6,7,0,63.85905484955664,562.4509061749412
163,46,7636.270540333367,434.6880616031879,87.44071858797969,2132.0688328261776,1594.9226254135829,74214,698.0185912457397,-1884,4804,558,299,4,22,6,0.294701369885528,345.7670182214912,169,221,16.608441652893887,3,28,12,38,0.929942160229004,5013,290,17.53713635247711,25.70418943437777,0.9820890447289904,4.28794933678971,1,Potentiels,55-64,Medium,Nouveau,Printemps,Matin,Europe_N,Jeune,Moyen,Inconnu,Inconnu,Specialise,F,Active,Italy,2010,6,8,1,46.56262524593516,166.00588131159492
226,43,196.07162128319575,403.9330730582225,427.8686294528932,-3007.847251059469,1604.6261427122645,-1737,364.74866223548895,-6549,3107,106,6,2,13,4,0.5712129177515172,134.69147233007806,771,370,18.22703435359629,2,7,35,47,0.3435316114982941,3164,445,72.04691304793153,,8.031069466461012,2.51609826486978,0,Fideles,Inconnu,Low,Nouveau,Printemps,Matin,Europe_E,Nouveau,Faible,Weekend,Moyen,Modere,Unknown,Active,Germany,2010,6,9,2,0.8637516356087919,4.559805146120832
146,12,7680.114061992226,396.0650659719954,113.58977851175744,3902.150026361744,704.9194564314465,53293,566.6488007368639,-1856,379,619,427,4,2,2,0.7453977391415395,49.46365884967523,739,368,76.31517153030805,2,11,42,2,0.9634842786561724,6753,476,75.74289458176716,44.08632302474788,14.236822153617709,3.671608152203339,0,Dormants,55-64,Low,Regulier,Printemps,Apres-midi,Asie,Ancien,Faible,Weekend,Grand,Explorateur,F,Active,Spain,2010,6,10,3,52.24567389110358,640.0095051660188
19,26,5799.707594317109,155.8161738535302,418.5205626214701,-2125.904035344203,1856.4670490124304,15805,7.251213555443759,-5687,4483,264,116,1,15,9,0.3789559098125076,189.2158637210688,33,436,2.567969023542547,1,40,18,28,0.91027177125395,6,411,9.8085780510645,33.98290028973608,11.68789842228018,0.4922429357988072,0,Potentiels,55-64,Low,Regulier,Ete,Soir,Asie,Ancien,Eleve,Weekend,Petit,Modere,F,Suspended,Italy,2010,6,11,4,289.98537971585546,223.0656767045042
46,13,10596.907903022871,45.05504511036983,139.63804422720523,-1322.1401224384708,6642.1938498896825,81679,62.82381597879477,-6486,3830,204,579,5,21,3,0.302767607617425,41.10236871246555,377,918,56.223202447808006,1,25,42,18,0.6305211422481733,4777,40,86.26368913312344,72.79541978487734,8.259210363075878,3.069095507534408,0,Dormants,18-24,High,Perdu,Ete,Apres-midi,Asie,Jeune,Moyen,Semaine,Petit,Modere,F,Closed,France,2010,6,12,5,225.4661255962313,815.1467617709901
232,40,-2860.387223460832,204.47518848875487,321.4409550293538,-4419.080479196502,8816.906118435081,1874,535.8325732404695,-6769,6381,78,506,2,14,7,0.4593460101728227,340.9054077571053,214,4,38.56667667875301,2,49,11,35,0.5798217731000747,7039,193,81.49739966397354,45.21756237692573,9.34889056558555,4.413164710296054,1,Potentiels,Inconnu,High,Perdu,Ete,Matin,UK,Nouveau,Eleve,Weekend,Grand,Modere,M,Closed,Germany,2010,6,13,6,-12.276340014853357,-71.5096805865208
304,18,10220.55805004056,90.8946349183218,347.0752867549155,-3884.877876787236,8141.256855911618,83065,566.505574801717,-6355,616,154,545,5,9,8,0.8179634943491536,67.00656398462829,562,244,51.148449990946176,4,1,10,31,0.3700892800699709,6415,127,4.30689765116601,,13.888992432569164,1.3143939673989995,0,Fideles,Inconnu,Medium,Nouveau,Printemps,Matin,Europe_E,Jeune,Moyen,Inconnu,Petit,Explorateur,Unknown,Active,UK,2010,6,14,0,33.51002639357561,567.8087805578089
13,25,5825.331573522206,349.0007890067185,256.3273765725265,158.61902712328083,6851.343098744841,76402,751.7014915148843,-2169,5639,246,705,1,8,2,0.9299217631456648,92.25953888217488,440,902,56.72019348424569,1,54,5,6,0.0183383890106498,5740,289,10.017357073125096,34.5944275532182,5.853484710959368,3.67462512403188,0,Fideles,25-34,VIP,Perdu,Automne,Nuit,Autre,Etabli,Critique,Inconnu,Inconnu,Modere,F,Closed,UK,2010,6,15,1,416.0951123944433,233.01326294088824
142,33,14259.840077179892,176.31936463620383,152.65533834836563,-2324.073232720285,1104.3186341110268,4079,132.83335430433775,-5001,2331,530,324,1,10,6,0.5450834128598901,148.4223323130142,492,166,32.02340175127054,2,55,11,27,0.1276231862377532,3971,452,5.86356249529338,18.247547249599723,4.302306223082198,3.3487358071726128,0,Fideles,65+,Medium,Regulier,Automne,Apres-midi,Autre,Jeune,Critique,Weekend,Grand,Specialise,Unknown,Pending,Italy,2010,6,16,2,99.71916137888036,432.11636597514826
0,47,1837.443320773722,487.92704942565786,106.32218818554806,3354.802257421943,2891.8744629594985,39850,513.669900673022,-4560,6145,537,54,5,15,11,0.6614662053236519,139.85503102408092,393,26,30.215777158244244,3,13,26,43,0.7542313233495487,2607,71,34.13960964813686,49.2139291528855,14.635865040007184,-0.6428428187690651,0,Potentiels,45-54,Low,Perdu,Ete,Apres-midi,Europe_N,Etabli,Moyen,Semaine,Moyen,Explorateur,F,Pending,Spain,2010,6,17,3,1837.443320773722,39.09453873986642
372,40,7652.437862678962,322.28117828593935,16.59467728121311,-4853.066113450462,3098.0687532246898,62779,195.2531967872569,-3944,1755,728,41,2,9,8,0.9032736222389142,290.0519557252295,489,395,73.60678308415567,3,5,40,17,0.4715401265881652,99,137,51.41961007731269,24.314380168501707,12.815090136165336,2.4890498577444338,1,Dormants,45-54,Medium,Nouveau,Automne,Midi,UK,Ancien,Critique,Inconnu,Grand,Modere,Unknown,Active,France,2010,6,18,4,20.51591920289266,191.31094656697405
53,43,13640.56211020035,412.1278789990087,151.9732006203619,-1209.059513280638,2499.5694639762123,85408,94.102923443132,-7695,464,153,296,5,16,7,0.0985468514129424,166.55563950110127,722,474,87.25642182399456,4,94,24,4,0.1498381341879681,526,144,53.70242506750825,65.52568519806931,4.168697353897638,-0.2188639047951857,0,Champions,55-64,High,Occasionnel,Printemps,Soir,Asie,Etabli,Critique,Inconnu,Inconnu,Explorateur,Unknown,Pending,Italy,2010,6,19,5,252.6030020407472,317.2223746558221
373,12,-2949.8054401864147,70.59971300721497,326.5813952656415,-1626.5445323090737,5150.056597097231,-982,411.085298266494,-1845,7398,153,230,5,18,11,0.232078577866165,62.33041490121797,946,17,20.06558161339426,3,80,41,22,0.263960854131871,6338,389,27.499009217174823,,6.420489557774765,4.8039150333835465,0,Dormants,45-54,Medium,Hyperactif,Ete,Midi,Autre,Nouveau,Moyen,Semaine,Moyen,Modere,Unknown,Active,France,2010,6,20,6,-7.88718032135405,-245.81712001553456
258,44,13744.569744729022,431.69716872494814,469.15240922424135,-4806.723690823989,5355.538148796726,39500,164.17331144096818,-488,967,685,452,0,1,3,0.7089000062515824,97.53161185241704,29,728,10.664257292979746,3,88,2,21,0.9478368998469996,1181,354,91.24809176946714,45.94967573601916,5.641250064124785,3.868445016203937,1,Fideles,35-44,Low,Perdu,Ete,Midi,Europe_E,Nouveau,Faible,Semaine,Inconnu,Specialise,F,Pending,France,2010,6,21,0,53.06783685223561,312.37658510747775
143,36,8757.714446016267,461.7648093041302,435.602241131526,-3756.3160099948977,3568.859751711102,2100,222.56019621412628,-4464,4268,91,393,2,22,1,0.8237444619122997,185.82638559344556,39,92,89.88178483281057,2,60,2,25,0.3671328353102651,8068,380,37.4580161973194,,1.385530858742943,-0.3416571925172793,0,Potentiels,25-34,Medium,Regulier,Printemps,Soir,Autre,Nouveau,Eleve,Weekend,Petit,Explorateur,M,Active,France,2010,6,22,1,60.81746143066852,243.2698457226741
11,48,-3643.2588178965616,246.0956498153733,383.0323882676513,-863.5732508136471,3537.89158736436,47021,318.23702528963224,-6277,3159,432,521,0,1,6,0.8570290283305779,53.82067986053924,859,483,35.639650901092466,3,95,19,41,0.9076819452191536,9882,407,5.5094654405698975,36.05953265217691,14.325109181012143,-0.2694880141139295,0,Potentiels,25-34,High,Occasionnel,Ete,Nuit,Europe_E,Nouveau,Moyen,Inconnu,Petit,Explorateur,Unknown,Active,Germany,2010,6,23,2,-303.60490149138013,-75.90122537284503
329,4,1019.2713389363252,305.09520418673384,394.2236716266493,-71.35415552553332,8285.555979060813,9800,260.12901234245305,-6311,3625,337,357,4,5,8,0.4151071768549326,223.25432161079516,612,543,55.5804216756186,3,11,27,11,0.3046358322935767,9331,299,30.72248404259725,67.23388532529003,5.468998899516141,2.5668431294757137,1,Fideles,25-34,VIP,Regulier,Printemps,Nuit,UK,Inconnu,Moyen,Inconnu,Petit,Modere,M,Closed,Italy,2010,6,24,3,3.088701027079773,254.8178347340813
223,5,9163.441772905631,383.5808514469828,332.4924517379976,-957.102527451309,7892.928483196856,53400,88.50370610854046,-6483,5243,479,443,5,18,6,0.0893399022918668,206.49776689116823,173,205,36.59477130748034,3,12,22,39,0.5432200943671609,4492,370,53.57983283187139,,13.005265322206528,1.0693350450391002,0,Potentiels,35-44,Low,Perdu,Ete,Soir,Autre,Etabli,Moyen,Weekend,Inconnu,Specialise,Unknown,Closed,Germany,2010,6,25,4,40.90822220047157,1832.6883545811263
271,37,-3652.987970624566,91.5451204939042,130.1434287830015,309.3767841209383,3077.9583168074564,82446,90.82632861484258,-2513,4939,692,127,4,7,5,0.4377814772996199,260.86634547952406,17,502,13.45443129825908,3,18,47,18,0.0204770833621978,5923,345,41.41396043623497,58.77105235099832,2.029699642890641,-0.7905648455613443,1,Fideles,65+,Medium,Nouveau,Automne,Soir,Asie,Nouveau,Eleve,Weekend,Inconnu,Explorateur,M,Active,Spain,2010,6,26,5,-13.430102833178552,-98.72940461147476
357,8,6643.409203525465,253.770207849404,453.5975153529149,951.3167490568148,9137.884438732592,19437,194.056165818934,-4083,5418,130,690,2,2,11,0.2307345902070537,342.2621846134692,56,931,59.34383284982508,2,43,2,46,0.5218751103735769,3072,441,28.110409390826657,75.79782872668358,7.765932970195516,2.2498490469983183,0,Dormants,18-24,High,Hyperactif,Ete,Apres-midi,UK,Jeune,Moyen,Inconnu,Grand,Modere,Unknown,Closed,Spain,2010,6,27,6,18.557008948395154,830.4261504406832
155,42,1917.6611390591352,202.338198747295,335.36615595291704,-4900.761788721644,9528.15017002506,93124,51.50862877157942,-920,6005,449,404,5,13,8,0.2911964549966241,332.97291480192183,226,400,52.98894432519334,3,88,41,0,0.6369420106106303,5642,435,14.001001726667424,,-0.6166178380116829,1.3270705981150814,1,Potentiels,35-44,Low,Hyperactif,Ete,Apres-midi,Europe_S,Jeune,Eleve,Inconnu,Moyen,Specialise,M,Closed,UK,2010,6,28,0,12.29269960935343,45.658598549027026
372,49,7418.310355349542,77.45512612031331,280.22031549021995,-359.04840546496143,3267.4254203004084,66537,626.8305626572502,-7581,690,272,391,4,15,2,0.7722675568375058,345.31760059512345,558,207,21.096362359928523,4,94,23,2,0.2343050993371779,7382,269,82.09728550952674,69.0943664254103,11.227527741476935,-0.3935410457695441,1,Champions,25-34,Low,Occasionnel,Ete,Apres-midi,Asie,Inconnu,Eleve,Semaine,Moyen,Specialise,Unknown,Suspended,UK,2010,6,29,1,19.888231515682417,151.39408888468452
7,28,-4085.159323749743,186.92953903430805,55.494734606740536,4634.992408875884,3544.2494879305486,36675,288.0393897923931,-5064,2623,587,192,3,0,1,0.0755270860258868,89.32119291365085,67,619,45.73503542057551,1,58,42,26,0.578937176205357,2793,384,99.618378970295,24.86521264614669,8.294622371940454,3.811522353535896,0,Potentiels,25-34,High,Hyperactif,Hiver,Apres-midi,UK,Etabli,Critique,Semaine,Inconnu,Specialise,Unknown,Pending,UK,2010,6,30,2,-510.6449154687179,-145.89854727677655
121,31,12430.736123047524,38.74529314581932,223.5277719032127,190.3228012954869,5056.3415342195885,9942,280.466221801302,-4138,5604,176,603,1,20,1,0.8275812174807021,48.02133692336444,197,146,79.89780289754894,4,36,39,17,0.6471677720509855,4779,408,33.62467121886432,,9.009433335516045,4.490460591672836,0,Fideles,Inconnu,Medium,Nouveau,Automne,Matin,Europe_N,Etabli,Faible,Inconnu,Inconnu,Specialise,M,Closed,Spain,2010,7,1,3,101.89127969711085,400.9914878402427
347,9,14469.77938354794,17.776893939996057,230.17913560096315,1775.422674589532,9411.208125336736,10862,332.6662959435274,-1686,2213,695,77,5,2,4,0.427669085824169,110.3309956812037,654,879,59.45218420768124,1,24,5,49,0.6868860783817565,15,139,38.78048337348379,74.35594769115724,-0.1724658791255446,3.53956360408478,0,Champions,25-34,Medium,Regulier,Printemps,Matin,Autre,Etabli,Critique,Inconnu,Petit,Explorateur,Unknown,Active,France,2010,7,2,4,41.57982581479293,1607.75326483866
163,29,14377.55710571383,71.90731313163727,432.28180476133497,-1881.361420831168,8763.194331423116,1669,663.1334779355119,-3771,6121,642,84,1,21,6,0.5960639311005951,326.7060880597048,835,101,10.59481537963249,4,15,19,29,0.7764033220221032,2416,52,62.185714943018745,63.05165365793962,2.3766132833378464,3.934533860097664,0,Fideles,65+,Medium,Nouveau,Hiver,Nuit,Asie,Inconnu,Moyen,Semaine,Inconnu,Explorateur,F,Suspended,France,2010,7,3,5,87.6680311324014,495.77783123151136
